,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
213,0.49979,1.2,2,0.20825,0.21658,0.41649,213,1.84923,0.008,0.0,0.50812,5,2U1D,2.0,True,0.993,21,False,right,-0.0833,1.2243,1.6571,0.4328,0.1826,0.7406,0.558,A
214,0.49979,0.1,2,0.34986,0.21658,0.808,214,2.49897,0.25,0.12495,0.62474,5,2D1U,2.0,True,1.215,19,False,right,0.1666,1.9057,2.4477,0.5419,0.181,1.0141,0.8331,A
215,0.49979,0.1,2,0.40817,0.43315,0.68305,215,2.53228,0.008,0.0,0.50812,5,2U1D,2.0,True,0.156,21,False,right,-0.0833,1.7158,2.1405,0.4247,0.3657,0.9484,0.5827,A
216,0.49979,1.2,2,0.31654,0.31654,0.86631,216,2.60726,0.214,0.10829,0.60808,5,2D1U,2.0,True,0.263,20,True,right,0.1666,1.9064,2.4393,0.533,0.1642,0.9726,0.8084,A
217,0.49979,1.2,2,0.36652,0.21658,0.46647,217,2.15744,0.214,0.10829,0.60808,5,2D1U,2.0,True,0.896,20,True,right,-0.0833,1.4335,1.9664,0.5329,0.3418,0.9003,0.5585,A
218,0.49979,0.1,2,0.23324,0.28322,0.67472,218,2.28239,0.178,0.09163,0.59142,5,2D1U,2.0,True,1.097,20,False,right,0.1666,1.6553,2.1637,0.5084,0.0639,0.8972,0.8333,A
219,0.49979,0.1,2,0.20825,0.29155,0.7247,219,2.31571,0.178,0.09163,0.59142,5,2D1U,2.0,True,0.32,20,False,right,-0.0833,1.5541,2.0628,0.5087,0.1629,0.7462,0.5834,A
220,0.49979,1.2,2,0.44148,0.28322,0.74969,220,2.45731,-0.028,-0.01666,0.48313,5,2U1D,2.0,False,0.35,21,False,right,0.1666,1.9125,2.3211,0.4086,0.2878,1.0966,0.8088,A
221,0.49979,1.2,2,0.30821,0.26656,0.45814,221,1.99917,-0.064,-0.03332,0.46647,5,2U1D,1.0,True,0.727,22,True,left,-0.0833,1.3691,1.7604,0.3913,0.286,0.8437,0.5577,A
222,0.49979,0.1,1,0.20825,0.31654,0.44981,222,2.04915,0.142,0.07497,0.57476,5,2D1U,1.0,True,0.45,20,False,left,0.1666,0.1279,0.8694,0.7415,1.1526,1.9857,0.8332,A
223,0.49979,0.1,1,0.21658,0.40817,0.48313,223,2.18243,0.142,0.07497,0.57476,5,2D1U,2.0,False,0.816,20,False,right,-0.0833,0.1356,0.8773,0.7417,1.3186,1.902,0.5834,A
224,0.49979,1.2,1,0.39984,0.20825,0.74969,224,2.32404,-0.064,-0.03332,0.46647,5,2U1D,2.0,True,0.321,22,True,right,0.1666,0.3345,0.9427,0.6082,1.5433,999,997.4567,A
225,0.49979,1.2,1,0.28322,0.2499,0.61641,225,2.24074,0.178,0.09163,0.59142,5,2D1U,2.0,False,0.114,21,True,right,-0.0833,0.2154,0.9485,0.7331,1.5409,2.0982,0.5573,A
226,0.49979,0.1,1,0.38318,0.28322,0.4748,226,2.12412,-0.028,-0.01666,0.48313,5,2U1D,2.0,True,1.518,23,True,right,0.1666,0.3011,0.9514,0.6503,1.2598,2.0929,0.8332,A
227,0.49979,0.1,1,0.20825,0.42482,0.67472,227,2.29071,-0.028,-0.01666,0.48313,5,2U1D,2.0,True,0.11,23,True,right,-0.0833,0.1212,0.7713,0.6502,1.4048,1.9883,0.5835,A
228,0.49979,1.2,2,0.24157,0.20825,0.41649,228,1.87422,0.008,0.0,0.50812,5,2U1D,2.0,True,0.557,23,False,right,0.1666,1.3838,1.8166,0.4328,0.0916,0.9001,0.8085,A
229,0.49979,1.2,2,0.43315,0.36652,0.74136,229,2.6489,0.214,0.10829,0.60808,5,2D1U,2.0,True,0.82,21,False,right,-0.0833,1.7777,2.3113,0.5336,0.4111,0.9696,0.5585,A
