,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
67,67,0.5,0.1,2,0.4333,0.3833,0.7167,67,2.55,0.02,0.0167,0.5167,5,3D1U,2.0,True,0.25,2,True,right
68,68,0.5,0.1,1,0.2833,0.2833,0.85,68,2.3333,-0.18,-0.0833,0.4167,5,1D2U,2.0,True,0.285,1,True,right
69,69,0.5,0.1,1,0.35,0.2167,0.6833,69,2.1833,-0.14,-0.0667,0.4333,5,1D2U,2.0,True,0.225,2,True,right
70,70,0.5,0.1,1,0.4333,0.4333,0.75,70,2.5666,-0.1,-0.05,0.45,5,2D1U,1.0,False,0.161,4,True,left
71,71,0.5,0.1,1,0.45,0.2667,0.5,71,1.8834,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.183,1,False,right
72,72,0.5,0.1,1,0.25,0.2167,0.7333,72,1.9167,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.25,1,False,right
73,73,0.5,0.1,2,0.3167,0.35,0.5167,73,2.1167,-0.14,-0.0667,0.4333,5,1D2U,2.0,False,0.257,2,True,right
74,74,0.5,0.1,2,0.2167,0.2833,0.45,74,1.8667,-0.18,-0.0833,0.4167,5,1D2U,2.0,False,0.3,3,True,right
75,75,0.5,0.1,1,0.3833,0.3167,0.7333,75,2.4166,-0.02,-0.0167,0.4833,5,3D1U,2.0,True,0.2,3,True,right
76,76,0.5,0.1,2,0.3333,0.25,0.9,76,2.4333,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.249,4,True,right
77,77,0.5,0.1,2,0.4333,0.3167,0.8833,77,2.65,0.02,0.0167,0.5167,5,3D1U,2.0,True,0.162,4,True,right
78,78,0.5,0.1,1,0.3167,0.3667,0.8167,78,2.3834,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.225,3,False,right
79,79,0.5,0.1,2,0.4333,0.3333,0.5,79,2.1999,-0.14,-0.0667,0.4333,5,2D1U,2.0,False,0.351,5,True,right
80,80,0.5,0.1,1,0.35,0.4167,0.6333,80,2.3333,-0.14,-0.0667,0.4333,5,2D1U,2.0,True,0.701,5,True,right
81,81,0.5,0.1,1,0.4333,0.35,0.5333,81,2.0333,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.558,1,False,right
82,82,0.5,0.1,1,0.25,0.3333,0.4667,82,2.0,-0.1,-0.05,0.45,5,2D1U,2.0,True,0.349,6,True,right
83,83,0.5,0.1,1,0.3167,0.3167,0.55,83,2.0667,-0.22,-0.1167,0.3833,5,1D2U,1.0,False,0.657,3,False,left
84,84,0.5,0.1,2,0.4333,0.3667,0.5667,84,2.0834,-0.58,-0.2833,0.2167,5,1D3U,1.0,True,0.459,1,False,left
85,85,0.5,0.1,2,0.4167,0.2667,0.8167,85,2.2501,-0.5,-0.25,0.25,5,1D3U,1.0,True,0.415,1,False,left
